name,department,school,tags,rating,take_again,difficulty,avg_gpa
"BOZORGZADEH, E.",Computer Science,UC Irvine,"{'Amazing lectures': 1, 'Caring': 3, 'Clear grading criteria': 4, 'Get ready to read': 1, 'Graded by few things': 6, 'Inspirational': 3, 'Lecture heavy': 6, 'Lots of homework': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 11, 'Tough grader': 4}",2.6,41,3.8,3.2050000000000005
"YOUNG, N.",Education,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 4, 'Get ready to read': 3, 'Gives good feedback': 2, 'Graded by few things': 1, 'Group projects': 9, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 2, 'Lots of homework': 8, 'Participation matters': 3, 'So many papers': 2, 'Tough grader': 7}",3.3,73,2.8,3.457368421052632
"YOUNG, N.",Education,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 4, 'Get ready to read': 3, 'Gives good feedback': 2, 'Graded by few things': 1, 'Group projects': 9, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 2, 'Lots of homework': 8, 'Participation matters': 3, 'So many papers': 2, 'Tough grader': 7}",3.3,73,2.8,3.457368421052632
"AGGARWAL, N.",Economics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 6, 'Caring': 2, 'Clear grading criteria': 7, 'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Graded by few things': 1, 'Lecture heavy': 6, 'Lots of homework': 2, 'Participation matters': 1, 'Respected': 4, ""Skip class? You won't pass."": 1, 'Test heavy': 2}",4.8,94,2.9,3.1266666666666665
"AGGARWAL, N.",Economics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 6, 'Caring': 2, 'Clear grading criteria': 7, 'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Graded by few things': 1, 'Lecture heavy': 6, 'Lots of homework': 2, 'Participation matters': 1, 'Respected': 4, ""Skip class? You won't pass."": 1, 'Test heavy': 2}",4.8,94,2.9,3.1266666666666665
"MCCARTY, P.",International Studies,UC Irvine,"{'Amazing lectures': 3, 'Amazing lectures ': 2, 'Caring': 3, 'Clear grading criteria': 9, 'EXTRA CREDIT': 5, 'Get ready to read': 6, 'Graded by few things': 1, 'Hilarious': 4, 'Inspirational': 2, 'Lecture heavy': 7, 'Respected': 4, 'Test heavy': 2}",4.9,98,2.0,3.7649090909090903
"MCCARTY, P.",International Studies,UC Irvine,"{'Amazing lectures': 3, 'Amazing lectures ': 2, 'Caring': 3, 'Clear grading criteria': 9, 'EXTRA CREDIT': 5, 'Get ready to read': 6, 'Graded by few things': 1, 'Hilarious': 4, 'Inspirational': 2, 'Lecture heavy': 7, 'Respected': 4, 'Test heavy': 2}",4.9,98,2.0,3.7649090909090903
"VOLOSHINA, A.",Mechanical Engineering,UC Irvine,"{'Accessible outside class': 3, 'Caring': 3, 'Clear grading criteria': 3, 'EXTRA CREDIT': 2, 'Gives good feedback': 1, 'Inspirational': 1, 'Tough grader': 2}",3.8,60,2.2,3.24
"VOLOSHINA, A.",Mechanical Engineering,UC Irvine,"{'Accessible outside class': 3, 'Caring': 3, 'Clear grading criteria': 3, 'EXTRA CREDIT': 2, 'Gives good feedback': 1, 'Inspirational': 1, 'Tough grader': 2}",3.8,60,2.2,3.24
"CHERNYSHOFF, N.",Economics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 3, 'Clear grading criteria': 2, 'Get ready to read': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 11, 'Participation matters': 8, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 10, 'Tough grader': 11}",3.0,56,4.6,2.866
"CHERNYSHOFF, N.",Economics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 3, 'Clear grading criteria': 2, 'Get ready to read': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 11, 'Participation matters': 8, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 10, 'Tough grader': 11}",3.0,56,4.6,2.866
"SALMON, A.",Informatics,UC Irvine,"{'Accessible outside class': 3, 'Clear grading criteria': 1, 'Gives good feedback': 1, 'Graded by few things': 1, 'Group projects': 5, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 3, 'Online Savvy': 1, 'Respected': 3, 'Tough grader': 4}",2.9,67,4.0,3.643333333333333
"SALMON, A.",Informatics,UC Irvine,"{'Accessible outside class': 3, 'Clear grading criteria': 1, 'Gives good feedback': 1, 'Graded by few things': 1, 'Group projects': 5, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 3, 'Online Savvy': 1, 'Respected': 3, 'Tough grader': 4}",2.9,67,4.0,3.643333333333333
"BIC, Z.",Environmental Science,UC Irvine,"{'Accessible outside class': 1, 'Caring': 1, 'Clear grading criteria': 7, 'EXTRA CREDIT': 5, 'Get ready to read': 7, 'Graded by few things': 3, 'Inspirational': 1, 'Lots of homework': 9, 'Online Savvy': 1, 'Participation matters': 2, 'So many papers': 1, 'Test heavy': 2, 'Tough grader': 2}",3.5,58,2.0,3.467294117647058
"BIC, Z.",Environmental Science,UC Irvine,"{'Accessible outside class': 1, 'Caring': 1, 'Clear grading criteria': 7, 'EXTRA CREDIT': 5, 'Get ready to read': 7, 'Graded by few things': 3, 'Inspirational': 1, 'Lots of homework': 9, 'Online Savvy': 1, 'Participation matters': 2, 'So many papers': 1, 'Test heavy': 2, 'Tough grader': 2}",3.5,58,2.0,3.467294117647058
"ARASASINGHAM, R.",Chemistry,UC Irvine,"{'Amazing lectures ': 8, 'Caring': 1, 'Graded by few things': 2, 'Lecture heavy': 8, 'Lots of homework': 2, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 7, 'Tough grader': 9}",5.0,85,5.0,2.6475
"ARASASINGHAM, R.",Chemistry,UC Irvine,"{'Amazing lectures ': 8, 'Caring': 1, 'Graded by few things': 2, 'Lecture heavy': 8, 'Lots of homework': 2, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 7, 'Tough grader': 9}",5.0,85,5.0,2.6475
"GOLOB, B.",Criminology Law amp Society,UC Irvine,"{'Accessible outside class': 5, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 10, 'Clear grading criteria': 5, 'EXTRA CREDIT': 1, 'Get ready to read': 2, 'Gives good feedback': 3, 'Graded by few things': 1, 'Hilarious': 2, 'Inspirational': 4, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 2, 'Respected': 7, ""Skip class? You won't pass."": 1, 'Tough grader': 1}",5.0,93,3.0,3.691111111111111
"GOLOB, B.",Criminology Law amp Society,UC Irvine,"{'Accessible outside class': 5, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 10, 'Clear grading criteria': 5, 'EXTRA CREDIT': 1, 'Get ready to read': 2, 'Gives good feedback': 3, 'Graded by few things': 1, 'Hilarious': 2, 'Inspirational': 4, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 2, 'Respected': 7, ""Skip class? You won't pass."": 1, 'Tough grader': 1}",5.0,93,3.0,3.691111111111111
"YU, J.",Science,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Beware of pop quizzes': 1, 'Caring': 1, 'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 1, 'Graded by few things': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'Participation matters': 3, 'Respected': 1, ""Skip class? You won't pass."": 6, 'TEST HEAVY': 1}",3.3,34,2.8,3.086666666666667
"YU, J.",Science,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Beware of pop quizzes': 1, 'Caring': 1, 'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 1, 'Graded by few things': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'Participation matters': 3, 'Respected': 1, ""Skip class? You won't pass."": 6, 'TEST HEAVY': 1}",3.3,34,2.8,3.086666666666667
"STREETS, J.",Mathematics,UC Irvine,"{'Accessible outside class': 2, 'Clear grading criteria': 5, 'Graded by few things': 8, 'Lecture heavy': 1, 'Lots of homework': 1, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 11, 'Tough grader': 16}",2.6,38,4.0,2.490909090909091
"STREETS, J.",Mathematics,UC Irvine,"{'Accessible outside class': 2, 'Clear grading criteria': 5, 'Graded by few things': 8, 'Lecture heavy': 1, 'Lots of homework': 1, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 11, 'Tough grader': 16}",2.6,38,4.0,2.490909090909091
"GUIDOTTI, P.",Mathematics,UC Irvine,"{'Get ready to read': 4, 'Graded by few things': 2, 'Lecture heavy': 6, 'Lots of homework': 4, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 12, 'Tough grader': 12}",3.0,0,4.4,2.314
"GUIDOTTI, P.",Mathematics,UC Irvine,"{'Get ready to read': 4, 'Graded by few things': 2, 'Lecture heavy': 6, 'Lots of homework': 4, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 12, 'Tough grader': 12}",3.0,0,4.4,2.314
"ZOELLER, C.",Sociology,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 1, 'Amazing lectures ': 3, 'Caring': 6, 'Clear grading criteria': 4, 'Get ready to read': 7, 'Gives good feedback': 2, 'Graded by few things': 8, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 2, 'Respected': 2, 'Tough grader': 1}",4.6,94,2.4,3.16
"ZOELLER, C.",Sociology,UC Irvine,"{'Amazing lectures ': 4, 'Caring': 4, 'Clear grading criteria': 3, 'Get ready to read': 3, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 3, 'Respected': 1}",4.8,84,2.1,3.16
"ZOELLER, C.",Sociology,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 1, 'Amazing lectures ': 3, 'Caring': 6, 'Clear grading criteria': 4, 'Get ready to read': 7, 'Gives good feedback': 2, 'Graded by few things': 8, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 2, 'Respected': 2, 'Tough grader': 1}",4.6,94,2.4,3.16
"ZOELLER, C.",Sociology,UC Irvine,"{'Amazing lectures ': 4, 'Caring': 4, 'Clear grading criteria': 3, 'Get ready to read': 3, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 3, 'Respected': 1}",4.8,84,2.1,3.16
"KUCERA, L.",Statistics,UC Irvine,"{'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Graded by few things': 3, 'Group projects': 8, 'Lecture heavy': 6, 'Lots of homework': 1, 'Participation matters': 7, 'Test heavy': 7, 'Tough grader': 12}",2.4,61,3.9,2.7654545454545456
"KUCERA, L.",Statistics,UC Irvine,"{'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Graded by few things': 3, 'Group projects': 8, 'Lecture heavy': 6, 'Lots of homework': 1, 'Participation matters': 7, 'Test heavy': 7, 'Tough grader': 12}",2.4,61,3.9,2.7654545454545456
"CAMERINI, D.",Biology,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 4, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'Get ready to read': 5, 'Gives good feedback': 1, 'Graded by few things': 4, 'Online Savvy': 1, 'Participation matters': 1, 'Respected': 1, 'So many papers': 1, 'Test heavy': 5, 'Tough grader': 11}",3.6,94,3.3,3.341428571428571
"CAMERINI, D.",Biology,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 4, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'Get ready to read': 5, 'Gives good feedback': 1, 'Graded by few things': 4, 'Online Savvy': 1, 'Participation matters': 1, 'Respected': 1, 'So many papers': 1, 'Test heavy': 5, 'Tough grader': 11}",3.6,94,3.3,3.341428571428571
"KNIGHT, H.",Mathematics,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures ': 2, 'Caring': 1, 'Clear grading criteria': 1, 'Graded by few things': 3, 'Lots of homework': 1, 'Test heavy': 4, 'Tough grader': 2}",4.0,100,2.6,2.97
"KNIGHT, H.",Mathematics,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures ': 2, 'Caring': 1, 'Clear grading criteria': 1, 'Graded by few things': 3, 'Lots of homework': 1, 'Test heavy': 4, 'Tough grader': 2}",4.0,100,2.6,2.97
"SIEGEL, B.",Journalism,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 3, 'Caring': 4, 'Get ready to read': 1, 'Gives good feedback': 6, 'Inspirational': 3, 'Respected': 6}",4.6,100,2.8,3.5497826086956525
"SIEGEL, B.",Journalism,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 3, 'Caring': 4, 'Get ready to read': 1, 'Gives good feedback': 6, 'Inspirational': 3, 'Respected': 6}",4.6,100,2.8,3.5497826086956525
"COCCO, M.",Biology,UC Irvine,"{'Accessible outside class': 2, 'Beware of pop quizzes': 1, 'Get ready to read': 7, 'Graded by few things': 3, 'Hilarious': 1, 'Lecture heavy': 6, 'Lots of homework': 2, ""Skip class? You won't pass."": 5, 'Test heavy': 9, 'Tough grader': 5}",2.1,32,4.2,3.34
"COCCO, M.",Biology,UC Irvine,"{'Accessible outside class': 2, 'Beware of pop quizzes': 1, 'Get ready to read': 7, 'Graded by few things': 3, 'Hilarious': 1, 'Lecture heavy': 6, 'Lots of homework': 2, ""Skip class? You won't pass."": 5, 'Test heavy': 9, 'Tough grader': 5}",2.1,32,4.2,3.34
"KURDAHI, F.",Electrical Engineering,UC Irvine,"{'Graded by few things': 2, 'Hilarious': 2, 'Lots of homework': 2, 'Tough grader': 2}",3.0,100,2.5,3.611428571428571
"KURDAHI, F.",Electrical Engineering,UC Irvine,"{'Graded by few things': 2, 'Hilarious': 2, 'Lots of homework': 2, 'Tough grader': 2}",3.0,100,2.5,3.611428571428571
"ELLIS, T.",Writing,UC Irvine,"{'Accessible outside class': 5, 'Caring': 7, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Gives good feedback': 9, 'Group projects': 1, 'Hilarious': 7, 'Inspirational': 1, 'Lots of homework': 8, 'Participation matters': 1, 'Respected': 1, 'So many papers': 1, 'Tough grader': 3}",4.1,84,3.6,3.062978723404256
"ELLIS, T.",Writing,UC Irvine,"{'Accessible outside class': 5, 'Caring': 7, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Gives good feedback': 9, 'Group projects': 1, 'Hilarious': 7, 'Inspirational': 1, 'Lots of homework': 8, 'Participation matters': 1, 'Respected': 1, 'So many papers': 1, 'Tough grader': 3}",4.1,84,3.6,3.062978723404256
"YU, C.",Physics,UC Irvine,"{'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Graded by few things': 1, 'Group projects': 2, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 3, 'Lots of homework': 5, 'Participation matters': 4, ""Skip class? You won't pass."": 6, 'So many papers': 1, 'Test heavy': 2, 'Tough Grader': 2, 'Tough grader': 3}",2.1,0,3.6,2.7535
"YU, C.",Physics,UC Irvine,"{'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Graded by few things': 1, 'Group projects': 2, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 3, 'Lots of homework': 5, 'Participation matters': 4, ""Skip class? You won't pass."": 6, 'So many papers': 1, 'Test heavy': 2, 'Tough Grader': 2, 'Tough grader': 3}",2.1,0,3.6,2.7535
"MCKAY, L.",Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 2, 'Amazing lectures': 3, 'Caring': 5, 'Get ready to read': 2, 'Gives good feedback': 13, 'Graded by few things': 2, 'Inspirational': 7, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Participation matters': 7, 'Respected': 2, ""Skip class? You won't pass."": 3, 'Tough Grader': 3, 'Tough grader': 3}",4.6,84,3.0,2.824761904761905
"MCKAY, L.",Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 2, 'Amazing lectures': 3, 'Caring': 5, 'Get ready to read': 2, 'Gives good feedback': 13, 'Graded by few things': 2, 'Inspirational': 7, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Participation matters': 7, 'Respected': 2, ""Skip class? You won't pass."": 3, 'Tough Grader': 3, 'Tough grader': 3}",4.6,84,3.0,2.824761904761905
"HELMREICH, J.",Philosophy,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 5, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Gives good feedback': 1, 'Graded by few things': 8, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 2, 'Participation matters': 1, 'Respected': 4, 'Tough grader': 1}",4.1,67,2.9,3.3104347826086955
"HELMREICH, J.",Philosophy,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 5, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Gives good feedback': 1, 'Graded by few things': 8, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 2, 'Participation matters': 1, 'Respected': 4, 'Tough grader': 1}",4.1,67,2.9,3.3104347826086955
"SIMONSON, D.",Mathematics,UC Irvine,"{'Beware of pop quizzes': 1, 'Caring': 1, 'Clear grading criteria': 4, 'EXTRA CREDIT': 1, 'Graded by few things': 9, 'Lecture heavy': 3, 'Test heavy': 14, 'Tough grader': 8}",1.6,100,4.5,2.1
"SIMONSON, D.",Mathematics,UC Irvine,"{'Beware of pop quizzes': 1, 'Caring': 1, 'Clear grading criteria': 4, 'EXTRA CREDIT': 1, 'Graded by few things': 9, 'Lecture heavy': 3, 'Test heavy': 14, 'Tough grader': 8}",1.6,100,4.5,2.1
"LUR, G.",Biological Sciences,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 2, 'Clear grading criteria': 2, 'Graded by few things': 4, 'Lecture heavy': 5, 'Test heavy': 4}",3.1,63,3.8,3.0
"LUR, G.",Biological Sciences,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 2, 'Clear grading criteria': 2, 'Graded by few things': 4, 'Lecture heavy': 5, 'Test heavy': 4}",3.1,63,3.8,3.0
"FUJITA-RONY, D.",Ethnic Studies,UC Irvine,"{'Accessible outside class': 2, 'Caring': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 11, 'Graded by few things': 6, 'Inspirational': 3, 'Lecture heavy': 2, 'Participation matters': 6, ""Skip class? You won't pass."": 2, 'Tough Grader': 1}",3.4,67,3.1,3.1893333333333325
"FUJITA-RONY, D.",Ethnic Studies,UC Irvine,"{'Accessible outside class': 2, 'Caring': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 11, 'Graded by few things': 6, 'Inspirational': 3, 'Lecture heavy': 2, 'Participation matters': 6, ""Skip class? You won't pass."": 2, 'Tough Grader': 1}",3.4,67,3.1,3.1893333333333325
"JIANG, C.",Social Science,UC Irvine,"{'Accessible outside class': 1, 'Caring': 2, 'GROUP PROJECTS': 2, 'Group projects': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 2, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 1, 'Tough grader': 1}",4.1,67,2.4,3.095454545454545
"JIANG, C.",Social Science,UC Irvine,"{'Accessible outside class': 1, 'Caring': 2, 'GROUP PROJECTS': 2, 'Group projects': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 2, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 1, 'Tough grader': 1}",4.1,67,2.4,3.095454545454545
"IBRAHIM, M.",Informatics,UC Irvine,"{'Accessible outside class': 5, 'Caring': 3, 'Clear grading criteria': 3, 'Gives good feedback': 1, 'Graded by few things': 11, 'Hilarious': 3, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 2, 'Test heavy': 1, 'Tough grader': 4}",3.6,81,3.5,3.2511111111111117
"IBRAHIM, M.",Informatics,UC Irvine,"{'Accessible outside class': 5, 'Caring': 3, 'Clear grading criteria': 3, 'Gives good feedback': 1, 'Graded by few things': 11, 'Hilarious': 3, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 2, 'Test heavy': 1, 'Tough grader': 4}",3.6,81,3.5,3.2511111111111117
"O'REILLY, B.",Writing,UC Irvine,"{'Accessible outside class': 3, 'Caring': 3, 'Get ready to read': 1, 'Gives good feedback': 5, 'Graded by few things': 1, 'Inspirational': 1, 'Participation matters': 3, 'Respected': 1, 'Tough grader': 2}",4.4,80,3.0,3.53
"O'REILLY, B.",Writing,UC Irvine,"{'Accessible outside class': 3, 'Caring': 3, 'Get ready to read': 1, 'Gives good feedback': 5, 'Graded by few things': 1, 'Inspirational': 1, 'Participation matters': 3, 'Respected': 1, 'Tough grader': 2}",4.4,80,3.0,3.53
"RICHARDSON, G.",Economics,UC Irvine,"{'Accessible outside class': 1, 'Caring': 3, 'Get ready to read': 8, 'Gives good feedback': 1, 'Group projects': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 15, 'So many papers': 2, 'Test heavy': 6, 'Tough grader': 9}",2.8,63,3.6,3.573666666666667
"RICHARDSON, G.",Economics,UC Irvine,"{'Accessible outside class': 1, 'Caring': 3, 'Get ready to read': 8, 'Gives good feedback': 1, 'Group projects': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 15, 'So many papers': 2, 'Test heavy': 6, 'Tough grader': 9}",2.8,63,3.6,3.573666666666667
"CANEPA, M.",Art,UC Irvine,"{'Amazing lectures': 1, 'EXTRA CREDIT': 4, 'Get ready to read': 9, 'Graded by few things': 2, 'Lecture heavy': 14, 'Participation matters': 3, ""Skip class? You won't pass."": 9, 'Test heavy': 2, 'Tough grader': 1}",4.0,60,3.5,3.341428571428572
"CANEPA, M.",Art,UC Irvine,"{'Amazing lectures': 1, 'EXTRA CREDIT': 4, 'Get ready to read': 9, 'Graded by few things': 2, 'Lecture heavy': 14, 'Participation matters': 3, ""Skip class? You won't pass."": 9, 'Test heavy': 2, 'Tough grader': 1}",4.0,60,3.5,3.341428571428572
"KASSAS, Z.",Mechanical Engineering,UC Irvine,"{'Amazing lectures ': 1, 'Get ready to read': 1, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 8, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 3, 'Tough grader': 7}",2.4,24,4.9,3.506
"KASSAS, Z.",Mechanical Engineering,UC Irvine,"{'Amazing lectures ': 1, 'Get ready to read': 1, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 8, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 3, 'Tough grader': 7}",2.4,24,4.9,3.506
"DELLACA, R.",Mathematics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 2, 'Clear grading criteria': 6, 'EXTRA CREDIT': 2, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Group projects': 1, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 4, 'Participation matters': 1, 'Respected': 6, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 2, 'Test heavy': 4, 'Tough Grader': 1, 'Tough grader': 2}",3.1,63,3.5,2.458064516129032
"DELLACA, R.",Mathematics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 2, 'Clear grading criteria': 6, 'EXTRA CREDIT': 2, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Group projects': 1, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 4, 'Participation matters': 1, 'Respected': 6, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 2, 'Test heavy': 4, 'Tough Grader': 1, 'Tough grader': 2}",3.1,63,3.5,2.458064516129032
"ALLISON, S.",Biological Sciences,UC Irvine,"{'Accessible outside class': 1, 'Caring': 4, 'Gives good feedback': 4, 'Graded by few things': 1, 'Group projects': 1, 'Inspirational': 1, 'Participation matters': 3, 'Respected': 3, ""Skip class? You won't pass."": 1}",4.3,84,2.4,3.433333333333333
"ALLISON, S.",Biological Sciences,UC Irvine,"{'Accessible outside class': 1, 'Caring': 4, 'Gives good feedback': 4, 'Graded by few things': 1, 'Group projects': 1, 'Inspirational': 1, 'Participation matters': 3, 'Respected': 3, ""Skip class? You won't pass."": 1}",4.3,84,2.4,3.433333333333333
"DANG, Q.",Electrical Engineering,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures ': 3, 'Caring': 4, 'Clear grading criteria': 4, 'EXTRA CREDIT': 3, 'Gives good feedback': 3, 'Graded by few things': 4, 'Hilarious': 8, 'Lecture heavy': 5, 'Lots of homework': 4, 'Online Savvy': 3, 'Participation matters': 5, 'Respected': 2, 'Test heavy': 2, 'Tough grader': 2}",4.4,90,3.5,3.3796875
"DANG, Q.",Electrical Engineering,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures ': 3, 'Caring': 4, 'Clear grading criteria': 4, 'EXTRA CREDIT': 3, 'Gives good feedback': 3, 'Graded by few things': 4, 'Hilarious': 8, 'Lecture heavy': 5, 'Lots of homework': 4, 'Online Savvy': 3, 'Participation matters': 5, 'Respected': 2, 'Test heavy': 2, 'Tough grader': 2}",4.4,90,3.5,3.3796875
"TOBAR, H.",Social Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 4, 'Amazing lectures ': 2, 'Caring': 2, 'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 7, 'Gives good feedback': 3, 'Graded by few things': 3, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 1, 'Respected': 2}",3.9,73,2.2,3.68
"TOBAR, H.",Social Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 4, 'Amazing lectures ': 2, 'Caring': 2, 'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 7, 'Gives good feedback': 3, 'Graded by few things': 3, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 1, 'Respected': 2}",3.9,73,2.2,3.68
"BRUCKNER, T.",Policy Planning & Development,UC Irvine,"{'GROUP PROJECTS': 2, 'Get ready to read': 3, 'Group projects': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'Participation matters': 2, 'Tough Grader': 2, 'Tough grader': 1}",3.6,34,2.6,2.79
"BRUCKNER, T.",Policy Planning & Development,UC Irvine,"{'GROUP PROJECTS': 2, 'Get ready to read': 3, 'Group projects': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'Participation matters': 2, 'Tough Grader': 2, 'Tough grader': 1}",3.6,34,2.6,2.79
