name, department, school, tags, rating, take_again, difficulty
Angela Lukowski,Psychology,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 1, 'EXTRA CREDIT': 2, 'Get ready to read': 10, 'Graded by few things': 2, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 3, 'Lots of homework': 4, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 1, 'Test heavy': 6, 'Tough grader': 12}",3,43,4.6
Francesca Polletta,Sociology,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures': 6, 'Amazing lectures ': 2, 'Caring': 2, 'Clear grading criteria': 5, 'EXTRA CREDIT': 1, 'Get ready to read': 13, 'Gives good feedback': 2, 'Graded by few things': 1, 'Lecture heavy': 3, 'Lots of homework': 4, 'Online Savvy': 1, 'Participation matters': 5, 'Respected': 5}",5,98,2.9
Paul Spencer,English As A Second Language,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 3, 'Caring': 3, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 1, 'Gives good feedback': 13, 'Group projects': 1, 'Hilarious': 1, 'Inspirational': 3, 'LOTS OF HOMEWORK': 5, 'Lecture heavy': 1, 'Lots of homework': 2, 'Respected': 7, ""Skip class? You won't pass."": 6, 'So many papers': 2, 'Tough Grader': 3, 'Tough grader': 4}",4,69,2.9
Zachary Price,Dramatic Arts,UC Irvine,"{'Get ready to read': 2, 'Group projects': 2, 'Lecture heavy': 1, 'Respected': 2, 'So many papers': 3, 'Test heavy': 1, 'Tough grader': 3}",1.5,25,4
Regina Ragan,Materials Engineering,UC Irvine,"{'Clear grading criteria': 2, 'EXTRA CREDIT': 2, 'Get ready to read': 3, 'Lecture heavy': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 3}",2.8,58,3.4
Elizabeth Crook,Earth Science,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures': 7, 'Amazing lectures ': 5, 'Caring': 4, 'Clear grading criteria': 6, 'EXTRA CREDIT': 1, 'Gives good feedback': 3, 'Graded by few things': 1, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 8, 'Participation matters': 1, 'Respected': 2, 'Test heavy': 7, 'Tough grader': 3}",4.6,68,4
Nancy Aguilar-Roca,Biological Sciences,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 13, 'Caring': 16, 'EXTRA CREDIT': 2, 'Get ready to read': 4, 'Graded by few things': 1, 'Inspirational': 11, 'Lots of homework': 1, 'Online Savvy': 1, 'Participation matters': 3, 'Respected': 6}",5,87,2.9
Susan Morrissey,History,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures': 1, 'Caring': 5, 'Clear grading criteria': 1, 'EXTRA CREDIT': 5, 'Get ready to read': 3, 'Gives good feedback': 1, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 4, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 1, 'Test heavy': 1, 'Tough Grader': 1}",3.9,70,2.8
Giovanna Antonelli Fogli,Humanities,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 2, 'Get ready to read': 9, 'Gives good feedback': 6, 'Hilarious': 1, 'Participation matters': 3, 'Respected': 2, ""Skip class? You won't pass."": 5, 'Tough Grader': 2, 'Tough grader': 7}",4,67,3.6
Rhea Anastas,Art,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'Gives good feedback': 2}",4,50,2
Megan Peters,Psychology,UC Irvine,"{'Accessible outside class': 1, 'Caring': 3, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'Get ready to read': 12, 'Gives good feedback': 1, 'Graded by few things': 2, 'Lecture heavy': 6, 'Online Savvy': 2, 'Test heavy': 8, 'Tough grader': 11}",3.5,58,5
Anita Fischer,Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 5, 'Caring': 8, 'Clear grading criteria': 2, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Gives good feedback': 11, 'Graded by few things': 4, 'Group projects': 2, 'Lots of homework': 4, 'Participation matters': 1, 'Respected': 6, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 3}",4.5,81,3.1
Chieh Chieng,Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 3, 'Accessible outside class': 4, 'Caring': 3, 'Clear grading criteria': 4, 'EXTRA CREDIT': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 2, 'Gives good feedback': 8, 'Graded by few things': 4, 'Group projects': 2, 'Lots of homework': 7, 'Participation matters': 8, ""Skip class? You won't pass."": 2, 'So many papers': 1, 'Tough Grader': 1, 'Tough grader': 8}",4.4,72,3.3
Rudo Mudiwa,General Studies,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Beware of pop quizzes': 2, 'Graded by few things': 2, 'Tough grader': 2}",4.5,100,3.5
Lisa Pearl,Languages,UC Irvine,"{'Accessible outside class': 7, 'Amazing lectures': 8, 'Amazing lectures ': 2, 'Caring': 13, 'Clear grading criteria': 9, 'EXTRA CREDIT': 7, 'Gives good feedback': 2, 'Graded by few things': 2, 'Hilarious': 1, 'Inspirational': 3, 'Lecture heavy': 1, 'Participation matters': 1, 'Respected': 4}",4.4,85,1.9
Paul Robertson,Physics & Astronomy,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures': 4, 'Amazing lectures ': 4, 'Caring': 3, 'Clear grading criteria': 5, 'EXTRA CREDIT': 5, 'Graded by few things': 4, 'Inspirational': 1, 'Lecture heavy': 8, 'Online Savvy': 1, 'Participation matters': 6, 'Respected': 4, ""Skip class? You won't pass."": 2, 'Test heavy': 3}",4.9,95,2.8
Faryar Jabbari,Engineering,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 2, 'Amazing lectures': 1, 'Caring': 3, 'Get ready to read': 5, 'Graded by few things': 1, 'Hilarious': 5, 'Inspirational': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 3, 'Lots of homework': 5, 'Participation matters': 1, 'Respected': 1, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 2, 'Test heavy': 5, 'Tough grader': 1}",3.6,42,3.8
Claudia Czimczik,Earth Science,UC Irvine,"{'Accessible outside class': 2, 'Caring': 2, 'EXTRA CREDIT': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 3, 'Group projects': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 5, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 2, 'Test heavy': 1, 'Tough Grader': 2, 'Tough grader': 2}",3.5,45,3.3
Kyle Grady,English,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 2, 'Get ready to read': 3, 'Gives good feedback': 4, 'Group projects': 1, 'Inspirational': 1, 'Participation matters': 1, 'Respected': 3, 'Tough grader': 2}",4.9,100,3.6
Valentina Montero Roman,English,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 3, 'Amazing lectures ': 1, 'Caring': 4, 'Clear grading criteria': 1, 'Gives good feedback': 4, 'Inspirational': 3, 'Participation matters': 2, 'Respected': 1}",5,100,2.6
Donald Blake,Chemistry,UC Irvine,"{'Accessible outside class': 6, 'Amazing lectures': 1, 'Caring': 5, 'EXTRA CREDIT': 1, 'Graded by few things': 2, 'Hilarious': 4, 'Inspirational': 3, 'Lecture heavy': 1, 'Lots of homework': 6, 'Respected': 4, 'Test heavy': 10, 'Tough grader': 4}",3.8,43,3.9
Evan Schofer,Sociology,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures': 6, 'Amazing lectures ': 1, 'Caring': 5, 'Clear grading criteria': 2, 'Get ready to read': 7, 'Gives good feedback': 2, 'Graded by few things': 1, 'Hilarious': 2, 'Inspirational': 6, 'Lots of homework': 1, 'Participation matters': 1, 'Respected': 6, 'Test heavy': 3}",4.1,95,3.2
Kwasi Connor,Biological Sciences,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Get ready to read': 3, 'Graded by few things': 4, 'Lecture heavy': 2, 'Test heavy': 5}",2.1,34,4.1
Daniel Siakel,Humanities,UC Irvine,"{'Accessible outside class': 10, 'Amazing lectures ': 3, 'Caring': 10, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Get ready to read': 5, 'Gives good feedback': 15, 'Graded by few things': 2, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 1, 'Participation matters': 4, 'Respected': 5, ""Skip class? You won't pass."": 1, 'So many papers': 1, 'Tough grader': 3}",5,97,4
Paul Shirey,Social Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 1, 'Get ready to read': 3, 'Gives good feedback': 1, 'Graded by few things': 4, 'Lecture heavy': 7, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 12, 'Tough grader': 11}",3.4,30,4.8
William Schonfeld,Political Science,UC Irvine,"{'Accessible outside class': 5, 'Amazing lectures': 5, 'Amazing lectures ': 1, 'Get ready to read': 13, 'Gives good feedback': 1, 'Graded by few things': 4, 'Hilarious': 9, 'Inspirational': 2, 'Lecture heavy': 2, 'Participation matters': 1, 'Respected': 3, ""Skip class? You won't pass."": 5, 'Test heavy': 1}",4.3,93,2.6
Ana Rosas,Latin American Studies,UC Irvine,"{'Caring': 1, 'EXTRA CREDIT': 4, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 7, 'Graded by few things': 2, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Participation matters': 4, 'SO MANY PAPERS': 3, ""Skip class? You won't pass."": 1, 'Test heavy': 6, 'Tough Grader': 1, 'Tough grader': 7}",2.1,16,4.4
Rasul Miller,History,UC Irvine,"{'Get ready to read': 3, 'Lecture heavy': 2, 'Lots of homework': 4, 'So many papers': 2, 'Test heavy': 1, 'Tough grader': 2}",1.2,0,4.8
Lucas Hilderbrand,Film,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 4, 'Get ready to read': 3, 'Gives good feedback': 2, 'Hilarious': 1, 'LECTURE HEAVY': 1, 'Participation matters': 3, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Tough Grader': 2, 'Tough grader': 1}",3.6,58,3.3
Marek Kaminski,Political Science,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Graded by few things': 7, 'Hilarious': 1, 'Inspirational': 4, 'Lecture heavy': 3, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 5}",4.6,85,2.5
Robert Nielsen,Chemical Engineering,UC Irvine,"{'Get ready to read': 4, 'Test heavy': 2}",1,0,3.3
Ahmed Eltawil,Electrical Engineering,UC Irvine,{},3.9,N/,3.6
Chen Li,Computer Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 7, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 5, 'EXTRA CREDIT': 1, 'GROUP PROJECTS': 5, 'Gives good feedback': 1, 'Group projects': 6, 'Hilarious': 1, 'LOTS OF HOMEWORK': 3, 'Lecture heavy': 3, 'Lots of homework': 11, 'Participation matters': 1, 'Respected': 5, 'Tests are tough': 1}",3.3,80,4.2
Zhiqin Lu,Mathematics,UC Irvine,"{'Clear grading criteria': 6, 'Get ready to read': 5, 'Gives good feedback': 2, 'Graded by few things': 3, 'Inspirational': 1, 'Lecture heavy': 1, 'Respected': 3, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 4, 'Test heavy': 8, 'Tests are tough': 6, 'Tough Grader': 6, 'Tough grader': 6}",2.3,43,4
Andrew Lankford,Physics & Astronomy,UC Irvine,"{'Amazing lectures': 1, 'Clear grading criteria': 3, 'EXTRA CREDIT': 3, 'Get ready to read': 6, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 7, 'Lecture heavy': 1, 'Lots of homework': 3, 'Participation matters': 1, 'TEST HEAVY': 2, 'Tough Grader': 10, 'Tough grader': 1}",1.6,18,4
Katharine R. Walsh,Humanities,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 6, 'Caring': 7, 'Clear grading criteria': 1, 'EXTRA CREDIT': 7, 'Gives good feedback': 8, 'Graded by few things': 1, 'Inspirational': 1, 'Participation matters': 8, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 1, 'Tough Grader': 2, 'Tough grader': 1}",4.6,86,2.9
Nahum Chandler,African-American Studies,UC Irvine,"{'Get ready to read': 4, 'LECTURE HEAVY': 1, 'Lecture heavy': 1, 'Participation matters': 2, ""Skip class? You won't pass."": 5, 'Tough Grader': 1, 'Tough grader': 1}",2.3,0,3
Sajjad Torabian,Cognitive Science,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures ': 5, 'Clear grading criteria': 2, 'Gives good feedback': 1, 'Graded by few things': 1, 'Inspirational': 1, 'Lots of homework': 3, 'Online Savvy': 1, 'Participation matters': 2}",4,84,3.4
Michael Mahoney,Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 3, 'Amazing lectures': 1, 'Amazing lectures ': 2, 'Caring': 6, 'Clear grading criteria': 1, 'Gives good feedback': 8, 'Hilarious': 5, 'Inspirational': 2}",5,100,2.4
Theresa Doung,Public Health,UC Irvine,"{'Caring': 2, 'Clear grading criteria': 2, 'Group projects': 2}",5,100,1
Benjamin Mis,Psychology,UC Irvine,"{'Accessible outside class': 3, 'Beware of pop quizzes': 1, 'Caring': 1, 'Clear grading criteria': 4, 'EXTRA CREDIT': 4, 'Gives good feedback': 1, 'Graded by few things': 1, 'Lecture heavy': 11, 'Lots of homework': 2, 'Participation matters': 2, ""Skip class? You won't pass."": 5, 'Test heavy': 7, 'Tough grader': 4}",4.3,63,3.6
Matthew Bietz,Informatics,UC Irvine,"{'Amazing lectures': 2, 'BEWARE OF POP QUIZZES': 3, 'Caring': 6, 'Clear grading criteria': 7, 'Get ready to read': 2, 'Gives good feedback': 2, 'Group projects': 4, 'Hilarious': 1, 'Inspirational': 4, 'Lecture heavy': 1, 'Lots of homework': 1, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 1, 'So many papers': 1, 'Tough grader': 1}",4.4,86,2.4
Sharareh Frouzesh,Humanities,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 6, 'Amazing lectures ': 1, 'Caring': 8, 'EXTRA CREDIT': 1, 'Get ready to read': 1, 'Gives good feedback': 9, 'Hilarious': 5, 'Participation matters': 3, 'Respected': 5, 'Tough grader': 2}",5,100,3
Renee Link,Chemistry,UC Irvine,"{'Accessible outside class': 3, 'Clear grading criteria': 14, 'Graded by few things': 3, 'Lots of homework': 8, 'Online Savvy': 1, 'Participation matters': 5, 'Respected': 1, ""Skip class? You won't pass."": 1, 'So many papers': 1, 'Test heavy': 2, 'Tough grader': 11}",2.9,38,3.8
Herdeline Ardontildea,Engineering,UC Irvine,"{'Beware of pop quizzes': 3, 'Graded by few things': 2, 'Test heavy': 2, 'Tough grader': 2}",2,N/,4.5
Andrea Nicholas (Nick),Biological Sciences,UC Irvine,"{'Accessible outside class': 6, 'Amazing lectures': 2, 'Amazing lectures ': 8, 'Caring': 6, 'Clear grading criteria': 4, 'EXTRA CREDIT': 2, 'Gives good feedback': 1, 'Graded by few things': 3, 'Hilarious': 9, 'Inspirational': 4, 'Lecture heavy': 6, 'Participation matters': 2, 'Respected': 4, ""Skip class? You won't pass."": 1, 'Test heavy': 3}",5,99,3.1
Arnold Guerra,Physics,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures': 3, 'Amazing lectures ': 10, 'Caring': 5, 'Clear grading criteria': 3, 'Get ready to read': 1, 'Gives good feedback': 3, 'Graded by few things': 2, 'Hilarious': 4, 'Inspirational': 2, 'Lecture heavy': 2, 'Lots of homework': 1, 'Respected': 7, ""Skip class? You won't pass."": 1, 'Test heavy': 9, 'Tough grader': 2}",5,87,3.9
Richard Pattis,Computer Science,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 2, 'Clear grading criteria': 3, 'EXTRA CREDIT': 5, 'Get ready to read': 15, 'Group projects': 1, 'Lecture heavy': 2, 'Lots of homework': 12, 'Respected': 4, 'So many papers': 2, 'Tough grader': 5}",3.8,61,4.1
Caio Batista de Melo,Computer Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 4, 'Caring': 2, 'Clear grading criteria': 5, 'EXTRA CREDIT': 3, 'Gives good feedback': 5, 'Respected': 1}",5,100,3
Jung Song,Chemistry,UC Irvine,{},5,N/,3
Dimitri Papamoschou,Mechanical Engineering,UC Irvine,"{'Amazing lectures ': 3, 'Caring': 4, 'Clear grading criteria': 3, 'Gives good feedback': 1, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 4, 'Respected': 2, ""Skip class? You won't pass."": 3, 'Test heavy': 2, 'Tough grader': 1}",4,100,3.6
Stephen Gibson,Urban Planning,UC Irvine,{},5,100,2
Nadia Chernyak,Psychology,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures ': 1, 'Caring': 7, 'Get ready to read': 3, 'Graded by few things': 2, 'Inspirational': 2, 'Lecture heavy': 4, 'Participation matters': 6, 'Respected': 1, 'Test heavy': 1}",4.4,100,2.8
Mohsen Imani,Computer Science,UC Irvine,{'Amazing lectures ': 2},5,100,2
Anne Kirkby,Physics,UC Irvine,"{'Beware of pop quizzes': 1, 'Get ready to read': 1, 'Lecture heavy': 7, 'Lots of homework': 13, 'Participation matters': 7, ""Skip class? You won't pass."": 1, 'Test heavy': 3, 'Tough grader': 15}",3,37,4.9
Kristin Peterson,Anthropology,UC Irvine,"{'GROUP PROJECTS': 1, 'Get ready to read': 2, 'Gives good feedback': 2, 'Group projects': 1, 'Inspirational': 1, 'LOTS OF HOMEWORK': 2, 'Lots of homework': 1, 'Respected': 1, 'TEST HEAVY': 1, 'Tough Grader': 1, 'Tough grader': 1}",3.8,67,2.7
Sherelle Ferguson,Sociology,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 2, 'Caring': 4, 'Get ready to read': 6, 'Graded by few things': 4, 'So many papers': 1, 'Tough grader': 2}",3.4,100,1.8
Babak Mazloumi,Writing,UC Irvine,"{'Accessible outside class': 7, 'Amazing lectures': 1, 'Clear grading criteria': 1, 'Get ready to read': 9, 'Gives good feedback': 6, 'Graded by few things': 1, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 11, ""Skip class? You won't pass."": 1, 'So many papers': 4, 'Tough grader': 2}",2.8,43,3.6
Kevan Aguilar,History,UC Irvine,"{'Caring': 2, 'EXTRA CREDIT': 2, 'Get ready to read': 2}",4,N/,2
Zacharitsa Giannopoulou,Classics,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures': 2, 'Amazing lectures ': 8, 'Caring': 6, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'Get ready to read': 1, 'Gives good feedback': 1, 'Graded by few things': 1, 'Hilarious': 2, 'Inspirational': 12, 'Lecture heavy': 1, 'Participation matters': 1, 'Respected': 4, 'Test heavy': 1}",5,96,3
Ying Petersen,Languages,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 3, 'Group projects': 3, 'Hilarious': 1, 'Participation matters': 2, ""Skip class? You won't pass."": 1, 'Tough grader': 2}",4.8,100,2.8
Stacy Fireheart,Dramatic Arts,UC Irvine,"{'Graded by few things': 2, 'Lecture heavy': 2, 'Participation matters': 2}",2,N/,3
Georgia Halkia,Public Health,UC Irvine,"{'Amazing lectures ': 2, 'Caring': 2, 'Group projects': 2, 'Inspirational': 2, 'Lecture heavy': 2}",4.5,100,3.5
Roberto Tinoco,Biological Sciences,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 4, 'Caring': 3, 'Clear grading criteria': 3, 'Get ready to read': 6, 'Gives good feedback': 1, 'Graded by few things': 4, 'Group projects': 2, 'Participation matters': 4, 'Test heavy': 7, 'Tough grader': 5}",3.2,84,3.6
Zhiying Wang,Electrical Engineering,UC Irvine,"{'Get ready to read': 6, 'Graded by few things': 4, 'Hilarious': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 3, 'Lots of homework': 7, ""Skip class? You won't pass."": 2, 'Test heavy': 4, 'Tough grader': 2}",1,0,4.8
Daniel Matlock,Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 3, 'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 1, 'Gives good feedback': 6, 'Graded by few things': 1, 'Participation matters': 3, 'Would take again': 1}",4.4,100,2.4
Valerie Jenness,Criminal Justice,UC Irvine,"{'Accessible outside class': 6, 'Amazing lectures': 3, 'Amazing lectures ': 5, 'Caring': 5, 'Get ready to read': 16, 'Gives good feedback': 1, 'Inspirational': 5, 'Lecture heavy': 7, 'Lots of homework': 1, 'Respected': 5, ""Skip class? You won't pass."": 2, 'Test heavy': 1, 'Tough grader': 3}",5,80,3.5
Stacy Morrow,Statistics,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 5, 'Amazing lectures': 2, 'Amazing lectures ': 4, 'Caring': 2, 'Clear grading criteria': 7, 'EXTRA CREDIT': 1, 'Gives good feedback': 3, 'Hilarious': 2, 'Lecture heavy': 1, 'Lots of homework': 2, 'Online Savvy': 1, 'Participation matters': 8, 'Respected': 2, ""Skip class? You won't pass."": 1}",5,100,3.1
Aaron Trammell,Information Science,UC Irvine,"{'Get ready to read': 5, 'Group projects': 2, 'Lots of homework': 2, 'Participation matters': 4, ""Skip class? You won't pass."": 2, 'So many papers': 1}",2.5,50,2.3
Joanna Peplak,Psychology,UC Irvine,"{'EXTRA CREDIT': 2, 'Get ready to read': 12, 'Graded by few things': 1, 'Lecture heavy': 10, 'Lots of homework': 2, 'Participation matters': 10, 'Test heavy': 9, 'Tough grader': 10}",2.4,100,5
Joshua Lieber,Mathematics,UC Irvine,"{'Caring': 2, 'Clear grading criteria': 2, 'Gives good feedback': 2, 'Inspirational': 2, 'Participation matters': 2}",4,100,2.8
Clay Ammentorp,Humanities,UC Irvine,"{'Caring': 2, 'Gives good feedback': 2, 'Participation matters': 2}",5,100,1
Greg McClure,English,UC Irvine,"{'Accessible outside class': 7, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 2, 'Get ready to read': 1, 'Gives good feedback': 9, 'Group projects': 4, 'Hilarious': 4, 'Lots of homework': 16, 'Participation matters': 8, 'So many papers': 4, 'Test heavy': 1, 'Tough grader': 3}",3.5,56,4
Joaquin Palting,Art,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures': 1, 'Amazing lectures ': 4, 'Caring': 7, 'Clear grading criteria': 4, 'Gives good feedback': 16, 'Hilarious': 2, 'Inspirational': 5, 'Participation matters': 7, 'Respected': 3}",4.9,96,2.3
Daniel J. Martinez,Art,UC Irvine,{},4,0,3
Thomas Colclough,Logic & Philosophy,UC Irvine,"{'Accessible outside class': 4, 'Caring': 2, 'Clear grading criteria': 3, 'Gives good feedback': 2, 'Lecture heavy': 2, 'Lots of homework': 4, ""Skip class? You won't pass."": 1, 'Test heavy': 5, 'Tough grader': 5}",2.5,25,4.6
Shoshanna Lande,English,UC Irvine,"{'Amazing lectures ': 2, 'Caring': 3, 'Gives good feedback': 2, 'Lecture heavy': 2, 'Participation matters': 3}",5,100,2.8
Teresa Dalton,Criminal Justice,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Clear grading criteria': 1, 'Get ready to read': 7, 'Graded by few things': 10, 'Group projects': 3, 'Hilarious': 1, 'Lecture heavy': 1, 'Participation matters': 1, 'Respected': 1, ""Skip class? You won't pass."": 2, 'So many papers': 2, 'Test heavy': 5, 'Tough grader': 6}",3.8,51,3.4
Wanyi Wang,Management,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures ': 4, 'Caring': 3, 'Gives good feedback': 2, 'Hilarious': 2}",5,100,3
Jorge Busciglio,Biology,UC Irvine,"{'Amazing lectures': 1, 'Caring': 3, 'Clear grading criteria': 5, 'Get ready to read': 12, 'Inspirational': 1, 'Lecture heavy': 10, 'Participation matters': 3, 'Respected': 4, ""Skip class? You won't pass."": 6, 'Test heavy': 2}",3.9,53,3.6
Brianne Donaldson,Philosophy,UC Irvine,"{'Amazing lectures ': 2, 'Clear grading criteria': 2, 'Inspirational': 2}",5,100,3
Cassie Dowd,Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Caring': 4, 'Clear grading criteria': 1, 'Get ready to read': 3, 'Gives good feedback': 6, 'Graded by few things': 5, 'Inspirational': 1, 'Respected': 1, 'So many papers': 1, 'Tough grader': 5}",3.1,72,3.5
Allison Koslow,Philosophy,UC Irvine,"{'Accessible outside class': 4, 'Caring': 4, 'Get ready to read': 7, 'Gives good feedback': 1, 'Inspirational': 1, 'Lecture heavy': 1, 'Participation matters': 2, 'So many papers': 1, 'Tough grader': 2}",3.5,75,3.7
Abraham Lee,Engineering,UC Irvine,{},2,N/,3.1
Liz Glynn,Art,UC Irvine,"{'Accessible outside class': 2, 'Gives good feedback': 2, 'Lecture heavy': 2}",3,50,2.7
Darrell Moore,African-American Studies,UC Irvine,"{'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Graded by few things': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, ""Skip class? You won't pass."": 3}",2.5,0,4
Karma Rose Zavita,Social Ecology Administration,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures ': 2, 'Caring': 4, 'EXTRA CREDIT': 4, 'Gives good feedback': 4, 'Group projects': 3, 'Inspirational': 1, 'Participation matters': 1, 'Respected': 1, 'So many papers': 1}",4.5,100,2.5
Elaheh Bozorgzadeh,Computer Science,UC Irvine,"{'Amazing lectures': 1, 'Caring': 3, 'Clear grading criteria': 4, 'Get ready to read': 1, 'Graded by few things': 6, 'Inspirational': 3, 'Lecture heavy': 6, 'Lots of homework': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 11, 'Tough grader': 4}",2.6,41,3.8
Neil Young,Education,UC Irvine,"{'Accessible outside class': 4, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 4, 'Get ready to read': 3, 'Gives good feedback': 2, 'Graded by few things': 1, 'Group projects': 9, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 2, 'Lots of homework': 8, 'Participation matters': 3, 'So many papers': 2, 'Tough grader': 7}",3.3,73,2.8
Neerja Aggarwal,Economics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 6, 'Caring': 2, 'Clear grading criteria': 7, 'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Graded by few things': 1, 'Lecture heavy': 6, 'Lots of homework': 2, 'Participation matters': 1, 'Respected': 4, ""Skip class? You won't pass."": 1, 'Test heavy': 2}",4.8,94,2.9
